	SAL01	SAL02	SAL03	SAL04	SAL07	MN01	MN02	MN03	MN04	MN05	ABS01	ABS02	ABS03	ABS04	ABS05	ABS06	ABS07
Gm30013|Gm30013	19	8	9	0	0	0	0	0	0	0	0	0	0	21	0	12	0
2310043L19Rik|2310043L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30115|Gm30115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15Rik|1700016C15Rik	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	13
Gm7068|Gm7068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31289|Gm31289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39709|Gm39709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif26b|Kif26b	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39710|Gm39710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167845|LOC108167845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167750|LOC108167750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37336|Gm37336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39713|Gm39713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31986|Gm31986	8	7	0	10	0	0	0	0	0	0	0	0	0	0	0	18	0
Gm39714|Gm39714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
Lefty2|Lefty2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Gm32199|Gm32199	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
9130409I23Rik|9130409I23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39716|Gm39716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37406|Gm37406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39718|Gm39718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39717|Gm39717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnih3|Cnih3	0	13	15	59	0	8	0	0	0	0	0	0	0	0	0	0	0
Gm32767|Gm32767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167841|LOC108167841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33669|Gm33669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38648|Gm38648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r1|Vmn1r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105244034|LOC105244034	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
LOC108167842|LOC108167842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn8|Capn8	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc185|Ccdc185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33747|Gm33747	0	0	0	0	14	0	0	0	30	0	0	0	0	0	0	0	0
Hhipl2|Hhipl2	0	0	0	0	18	0	0	12	0	0	0	0	17	0	0	0	0
Gm33973|Gm33973	0	0	18	0	52	0	0	0	0	0	0	0	10	0	0	0	0
Gm39724|Gm39724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34068|Gm34068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34130|Gm34130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39725|Gm39725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik|1700056E22Rik	0	23	37	11	0	41	25	14	13	0	0	28	0	11	64	18	0
Gm34177|Gm34177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34229|Gm34229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930488B22Rik|4930488B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39727|Gm39727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mark1|Mark1	0	0	12	0	0	115	21	0	102	58	0	36	64	18	0	0	52
Gm39728|Gm39728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34732|Gm34732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37662|Gm37662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34797|Gm34797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34969|Gm34969	22	2	0	4	0	0	0	0	61	0	0	0	0	0	0	0	82
5033404E19Rik|5033404E19Rik	2	17	9	4	45	6	18	54	3	0	0	28	0	29	0	20	106
Gm35023|Gm35023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39729|Gm39729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35201|Gm35201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35341|Gm35341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35426|Gm35426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730004F24Rik|A730004F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35546|Gm35546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39732|Gm39732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700023G09Rik|1700023G09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39731|Gm39731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1Pas1|D1Pas1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	68	0
Gm37896|Gm37896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36249|Gm36249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36388|Gm36388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167753|LOC108167753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrrg|Esrrg	7	25	35	24	0	0	3	0	0	25	0	8	16	0	0	0	0
LOC108167752|LOC108167752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9330162B11Rik|9330162B11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ush2a|Ush2a	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12
Gm39735|Gm39735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36456|Gm36456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36561|Gm36561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167754|LOC108167754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30088|Gm30088	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn14|Ptpn14	27	13	26	15	111	0	12	0	95	59	0	105	140	0	0	64	11
Gm39736|Gm39736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30446|Gm30446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39737|Gm39737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29678|Gm29678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30815|Gm30815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30932|Gm30932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38452|Gm38452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39738|Gm39738	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Gm31373|Gm31373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata45|Spata45	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC108167755|LOC108167755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31640|Gm31640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31696|Gm31696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam71a|Fam71a	0	21	4	11	0	14	0	0	0	60	0	29	7	0	103	0	0
Gm37168|Gm37168	11	0	16	0	7	27	46	0	0	0	0	37	19	16	56	12	0
LOC105244059|LOC105244059	62	16	29	0	6	7	6	17	61	39	0	35	21	34	82	73	43
Gm31987|Gm31987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
Gm32128|Gm32128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32200|Gm32200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32334|Gm32334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtl|Dtl	54	0	36	0	171	17	78	0	110	22	0	194	0	142	0	128	7
Gm39741|Gm39741	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Gm39742|Gm39742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39745|Gm39745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31078|Gm31078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730013G03Rik|A730013G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J18Rik|1700065J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sertad4|Sertad4	0	0	0	25	0	31	0	17	0	0	0	0	0	24	0	0	72
Gm15867|Gm15867	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Gm31406|Gm31406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39747|Gm39747	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk1g|Camk1g	0	0	0	0	0	94	35	0	52	0	0	0	0	0	0	0	13
Gm31753|Gm31753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4631405K08Rik|4631405K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir205|Mir205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31870|Gm31870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930503O07Rik|4930503O07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31988|Gm31988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3962|Mir3962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39748|Gm39748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330023F24Rik|A330023F24Rik	49	0	0	6	0	18	0	0	0	0	0	0	0	0	5	0	0
Mir29b-2|Mir29b-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir29c|Mir29c	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Gm30674|Gm30674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230019H11Rik|9230019H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B020014A21Rik|B020014A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H60c|H60c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29826|Gm29826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40590|Gm40590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26752|Gm26752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r14c|Ppp1r14c	44	0	0	41	0	33	71	0	43	100	0	93	18	42	0	46	31
Gm29987|Gm29987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30033|Gm30033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iyd|Iyd	0	0	0	0	0	0	0	0	41	0	0	22	0	45	0	0	0
Gm30570|Gm30570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vip|Vip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40595|Gm40595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30617|Gm30617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3213|Gm3213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40597|Gm40597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30820|Gm30820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30906|Gm30906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30959|Gm30959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40600|Gm40600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd5|Samd5	28	0	0	0	0	0	0	0	4	0	0	58	0	0	0	25	0
Gm6150|Gm6150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31471|Gm31471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167793|LOC108167793	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28905|Gm28905	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
Gm31904|Gm31904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102634128|LOC102634128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgb|Adgb	88	0	35	55	0	21	8	93	82	5	0	49	0	0	168	15	5
Gm5177|Gm5177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epm2a|Epm2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	17	0
Gm40601|Gm40601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40602|Gm40602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1b|Zc2hc1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32172|Gm32172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32105|Gm32105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40603|Gm40603	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
Adgrg6|Adgrg6	0	14	62	0	0	159	0	152	48	0	0	27	0	0	0	104	0
LOC108167795|LOC108167795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016L04Rik|1700016L04Rik	0	0	19	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Gje1|Gje1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmbr|Nmbr	0	0	18	7	0	0	0	0	0	33	0	17	0	8	0	0	0
Gm40604|Gm40604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32283|Gm32283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C330004P14Rik|C330004P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20125|Gm20125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32543|Gm32543	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32656|Gm32656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20139|Gm20139	0	5	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40607|Gm40607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olig3|Olig3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33104|Gm33104	0	0	0	16	0	0	0	35	18	0	0	0	0	0	0	0	0
Gm33332|Gm33332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il20ra|Il20ra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Slc35d3|Slc35d3	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	28	14
Mir6413|Mir6413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33510|Gm33510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40608|Gm40608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33619|Gm33619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33671|Gm33671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33728|Gm33728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aldh8a1|Aldh8a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33945|Gm33945	27	39	30	0	30	0	0	0	0	0	0	39	0	0	0	0	0
Gm33892|Gm33892	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34267|Gm34267	0	0	0	0	0	0	20	0	0	0	0	0	14	0	25	0	0
4930444G20Rik|4930444G20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2539|Gm2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raet1d|Raet1d	0	0	0	0	0	0	0	0	0	0	0	0	21	0	81	21	0
Gm34607|Gm34607	0	0	0	0	0	5	0	0	0	3	0	5	0	0	0	6	4
Gm34656|Gm34656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10825|Gm10825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Gm40610|Gm40610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10824|Gm10824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf21|Tcf21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167800|LOC108167800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35126|Gm35126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35179|Gm35179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35291|Gm35291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vnn1|Vnn1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar1|Taar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar2|Taar2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar3|Taar3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar4|Taar4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar5|Taar5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar6|Taar6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7a|Taar7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7b|Taar7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7d|Taar7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7e|Taar7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7f|Taar7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8a|Taar8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8b|Taar8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8c|Taar8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar9|Taar9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40614|Gm40614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moxd1|Moxd1	0	0	0	0	0	64	0	95	0	19	0	0	0	0	0	0	112
LOC102638890|LOC102638890	38	15	12	4	0	11	4	19	0	0	0	0	0	0	0	0	5
Gm40615|Gm40615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36089|Gm36089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp3|Enpp3	0	0	0	0	0	0	16	0	0	0	0	0	36	58	0	26	41
Arg1|Arg1	100	30	158	75	0	54	70	72	45	67	0	71	22	30	10	0	0
Gm40616|Gm40616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36172|Gm36172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Gm36228|Gm36228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smlr1|Smlr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36543|Gm36543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930401C15Rik|4930401C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem200a|Tmem200a	0	30	0	0	0	0	0	0	22	0	0	59	0	0	0	0	0
Gm9767|Gm9767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samd3|Samd3	0	0	0	5	144	0	57	21	26	0	0	0	0	11	0	0	0
Gm30034|Gm30034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8709|Gm8709	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30534|Gm30534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30165|Gm30165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30228|Gm30228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Themis|Themis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519F09Rik|4930519F09Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2310057J18Rik|2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40620|Gm40620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40621|Gm40621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167803|LOC108167803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40622|Gm40622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30618|Gm30618	0	11	58	0	385	43	0	0	7	0	0	0	0	0	130	0	0
Gm30676|Gm30676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf217|Rnf217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trdn|Trdn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D830005E20Rik|D830005E20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clvs2|Clvs2	0	46	0	12	0	0	0	0	0	0	0	0	0	34	0	0	0
Gm15939|Gm15939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult3a2|Sult3a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sult3a1|Sult3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trappc3l|Trappc3l	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Fam26d|Fam26d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam26e|Fam26e	0	0	11	32	87	18	36	0	0	31	0	40	43	15	0	23	142
Gm31016|Gm31016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40623|Gm40623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st5|Hs3st5	0	0	0	0	0	0	0	0	9	0	0	0	0	43	0	0	0
Gm31202|Gm31202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
Gm31330|Gm31330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31378|Gm31378	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
4930591E09Rik|4930591E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40624|Gm40624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfpl4b|Rfpl4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tube1|Tube1	76	15	69	65	0	68	0	135	124	0	0	63	0	55	0	124	61
Wisp3|Wisp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40625|Gm40625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40626|Gm40626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31562|Gm31562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31616|Gm31616	0	0	0	0	0	3	0	0	9	0	0	4	0	0	0	0	0
4930547M16Rik|4930547M16Rik	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd4b2|Mfsd4b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31848|Gm31848	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd4b3|Mfsd4b3	44	63	16	45	0	53	65	0	81	0	0	69	0	39	55	69	0
Mfsd4b5|Mfsd4b5	0	12	0	10	0	1	4	0	10	0	0	17	0	0	0	13	0
Mfsd4b1|Mfsd4b1	0	5	13	0	0	0	0	53	0	0	0	0	0	27	128	11	0
Gm31992|Gm31992	0	5	0	0	8	0	0	0	0	0	0	2	0	4	0	0	0
Rnu3a|Rnu3a	2	4	0	0	0	1	0	0	4	0	0	0	0	1	0	2	0
Slc22a16|Slc22a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl24|Mettl24	0	0	0	27	0	0	0	0	0	48	0	0	0	0	0	0	0
Gm32284|Gm32284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32338|Gm32338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32411|Gm32411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167806|LOC108167806	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40630|Gm40630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9855|Gm9855	0	0	0	0	0	0	0	0	0	3	0	2	4	0	1	0	1
Gm33333|Gm33333	0	0	0	10	0	0	9	23	0	0	0	0	0	0	0	0	0
Gm38491|Gm38491	4	0	0	0	0	0	0	0	0	35	0	16	0	0	0	0	8
Gm15199|Gm15199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5079|Gm5079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F830002L21Rik|F830002L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34481|Gm34481	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40632|Gm40632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40634|Gm40634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027J07Rik|1700027J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40635|Gm40635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933404K13Rik|4933404K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer5-ps1|Speer5-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40637|Gm40637	9	15	22	7	0	8	0	28	0	0	0	16	15	10	0	0	0
